"﻿縣市","鄉鎮市區","村里","納稅單位","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"臺北市","內湖區","麗山里","2058","2651133","1288","813","434","1568","1902.03","147.65"
"臺北市","內湖區","寶湖里","3412","7100735","2081","1207","560","2614","2901.68","139.43"
"臺北市","內湖區","南湖里","1976","3440872","1741","1124","545","2189","2448.11","140.59"
"臺北市","內湖區","其他","267","279625","1047","624","365","1274","1405.09","134.17"
"臺北市","內湖區","合計","96766","124629763","1288","805","438","1552","1908.59","148.19"
"臺北市","士林區","仁勇里","1254","1266108","1010","703","379","1314","1064.34","105.42"
"臺北市","士林區","福林里","1030","1359341","1320","718","382","1443","2481.56","188.03"
"臺北市","士林區","福志里","2854","3534176","1238","762","401","1563","1595.83","128.87"
"臺北市","士林區","福德里","1526","1818464","1192","748","397","1458","1706.96","143.24"
"臺北市","士林區","福佳里","2673","3094444","1158","726","387","1418","1347.11","116.36"
"臺北市","士林區","舊佳里","2241","2469650","1102","735","383","1350","1337.60","121.38"
"臺北市","士林區","富光里","1721","1424854","828","615","380","1027","755.15","91.21"
"臺北市","士林區","後港里","2771","2906102","1049","701","406","1284","1158.58","110.47"
"臺北市","士林區","前港里","1519","1677631","1104","730","397","1388","1255.47","113.68"
"臺北市","士林區","福中里","2254","2352215","1044","709","421","1324","1066.06","102.16"
"臺北市","士林區","葫蘆里","2336","2144605","918","676","390","1167","942.94","102.71"
"臺北市","士林區","福順里","1664","1504974","904","635","381","1130","1002.89","110.89"
"臺北市","士林區","葫東里","1315","1216891","925","662","383","1137","996.97","107.74"
"臺北市","士林區","社新里","2682","2302398","858","619","387","1075","784.21","91.35"
"臺北市","士林區","社子里","1942","1754783","904","642","376","1150","942.75","104.33"
"臺北市","士林區","永倫里","2250","1910651","849","622","376","1076","897.17","105.65"
"臺北市","士林區","翠山里","989","1181285","1194","749","385","1501","1415.15","118.48"
"臺北市","士林區","福安里","1203","939137","781","572","362","940","808.10","103.51"
"臺北市","士林區","富洲里","1620","1344979","830","599","392","1006","1028.23","123.85"
"臺北市","士林區","承德里","2005","2372860","1183","765","400","1443","1554.65","131.36"
"臺北市","士林區","蘭雅里","3141","4362089","1389","799","416","1490","5030.12","362.20"
"臺北市","士林區","德行里","1621","1879543","1159","741","388","1351","1537.93","132.64"
"臺北市","士林區","忠誠里","2038","2854745","1401","757","387","1518","2822.66","201.51"
"臺北市","士林區","三玉里","2122","3190552","1504","811","433","1549","3197.80","212.68"
"臺北市","士林區","芝山里","2750","3642910","1325","773","413","1511","2061.14","155.59"
"臺北市","士林區","岩山里","1186","1570266","1324","759","405","1457","2877.06","217.30"
"臺北市","士林區","義信里","1102","1375936","1249","746","409","1408","1810.88","145.03"
"臺北市","士林區","永福里","402","1646295","4095","855","405","1910","32197.92","786.22"
"臺北市","士林區","新安里","640","875338","1368","665","357","1420","2580.12","188.64"
"臺北市","士林區","公館里","407","538954","1324","641","388","1207","3056.39","230.81"
"臺北市","士林區","陽明里","994","1591792","1601","711","388","1405","4951.75","309.21"
"臺北市","士林區","菁山里","437","612576","1402","649","413","1118","9171.59","654.28"
"臺北市","士林區","平等里","393","426535","1085","622","371","1047","4916.12","452.96"
"臺北市","士林區","溪山里","368","341421","928","607","351","1078","1551.25","167.20"
"臺北市","士林區","百齡里","2341","2183631","933","698","410","1220","811.48","87.00"
"臺北市","士林區","天玉里","3146","4711672","1498","851","433","1733","2814.86","187.95"
"臺北市","士林區","天福里","2273","2811877","1237","798","387","1546","1680.27","135.83"
"臺北市","士林區","天祿里","1914","2386849","1247","796","411","1538","1723.24","138.19"
"臺北市","士林區","天壽里","1893","3059189","1616","923","457","1928","2382.42","147.42"
"臺北市","士林區","東山里","1762","2326583","1320","777","420","1543","2450.14","185.56"
"臺北市","士林區","福華里","1848","1593719","862","637","379","1083","900.11","104.37"
"臺北市","士林區","聖山里","1801","2416204","1342","804","418","1613","1773.89","132.22"
"臺北市","士林區","天和里","2789","3838423","1376","822","423","1681","1880.85","136.66"
"臺北市","士林區","明勝里","1713","1745423","1019","708","380","1281","1088.10","106.79"
"臺北市","士林區","社園里","2178","1832121","841","632","392","1089","718.17","85.37"
"臺北市","士林區","蘭興里","2320","3032495","1307","807","417","1603","1774.41","135.75"
"臺北市","士林區","天母里","2480","4033011","1626","880","433","1780","3016.98","185.52"
"臺北市","士林區","名山里","2577","3221059","1250","793","408","1584","1415.76","113.27"
"臺北市","士林區","德華里","1947","1960548","1007","707","389","1300","987.25","98.04"
"臺北市","士林區","天山里","2517","3232662","1284","791","371","1622","1579.07","122.95"
"臺北市","士林區","臨溪里","1119","2038685","1822","883","447","1836","3042.10","166.98"
"臺北市","士林區","其他","236","236738","1003","527","332","1014","1599.60","159.46"
"臺北市","士林區","合計","92304","110145387","1193","723","398","1379","3019.92","253.08"
"臺北市","北投區","湖山里","475","555913","1170","660","359","1325","2410.54","205.97"
"臺北市","北投區","永欣里","3046","5683140","1866","1066","482","2252","2241.48","120.14"
"臺北市","北投區","泉源里","700","664398","949","603","395","1040","2061.78","217.23"
"臺北市","北投區","一德里","2419","2557267","1057","690","399","1308","1207.82","114.25"
"臺北市","北投區","關渡里","3662","3854213","1052","696","388","1259","1290.33","122.60"
"臺北市","北投區","桃源里","2099","2059290","981","680","400","1238","1004.03","102.34"
"臺北市","北投區","文化里","1436","1628405","1134","799","413","1554","1066.19","94.02"
"臺北市","北投區","永和里","3168","4516724","1426","837","420","1665","2271.56","159.33"
"臺北市","北投區","立農里","2978","3204993","1076","756","418","1392","1061.91","98.67"
"臺北市","北投區","清江里","2669","2672834","1001","622","371","1154","2788.68","278.47"
"臺北市","北投區","八仙里","1883","2105370","1118","709","395","1356","1424.94","127.44"
"臺北市","北投區","洲美里","588","511348","870","632","384","1069","838.99","96.48"
"臺北市","北投區","中和里","1654","1872358","1132","707","381","1348","2649.01","234.01"
"臺北市","北投區","開明里","2219","2465223","1111","696","388","1323","1501.16","135.12"
"臺北市","北投區","長安里","2128","2194717","1031","670","363","1254","1511.45","146.55"
"臺北市","北投區","大同里","1991","2169240","1090","681","381","1288","1447.82","132.89"
"臺北市","北投區","福興里","2323","2602262","1120","743","403","1415","1269.74","113.35"
"臺北市","北投區","石牌里","1841","1960681","1065","719","406","1307","1144.37","107.45"
"臺北市","北投區","奇岩里","3636","4606444","1267","746","405","1448","1809.84","142.86"
"臺北市","北投區","稻香里","1722","1628554","946","658","393","1190","981.81","103.81"
"臺北市","北投區","中央里","2879","3164638","1099","711","392","1336","1372.24","124.84"
"臺北市","北投區","溫泉里","2277","2242561","985","644","363","1259","1114.25","113.14"
"臺北市","北投區","立賢里","1820","1928843","1060","734","387","1347","1181.83","111.51"
"臺北市","北投區","中心里","2200","2354831","1070","706","374","1330","1223.11","114.27"
"臺北市","北投區","智仁里","1927","1755361","911","658","389","1143","855.50","93.91"
"臺北市","北投區","吉利里","2263","2544763","1125","788","421","1483","1145.13","101.83"
"臺北市","北投區","尊賢里","1525","1588642","1042","745","410","1357","1067.68","102.49"
"臺北市","北投區","東華里","1482","1650357","1114","737","401","1429","1324.90","118.97"
"臺北市","北投區","吉慶里","1724","1948177","1130","767","432","1449","1252.33","110.82"
"臺北市","北投區","中庸里","1367","1240561","908","641","369","1157","932.05","102.71"
"臺北市","北投區","秀山里","986","852069","864","598","359","1063","874.14","101.15"
"臺北市","北投區","建民里","1462","1767508","1209","745","395","1420","1636.65","135.38"
"臺北市","北投區","榮光里","2353","2485156","1056","731","406","1365","1091.10","103.31"
"臺北市","北投區","裕民里","2766","3592903","1299","773","392","1514","1751.04","134.80"
"臺北市","北投區","振華里","2610","3135363","1201","787","418","1520","1396.23","116.23"
"臺北市","北投區","榮華里","2711","3982536","1469","859","442","1697","3288.71","223.87"
"臺北市","北投區","豐年里","1397","1261361","903","639","378","1173","872.39","96.62"
"臺北市","北投區","林泉里","943","862899","915","676","394","1215","879.26","96.09"
"臺北市","北投區","永明里","1629","1966581","1207","817","447","1560","1232.54","102.10"
"臺北市","北投區","文林里","1534","1807825","1179","778","428","1470","1359.04","115.32"
"臺北市","北投區","大屯里","352","399141","1134","629","394","1179","2435.64","214.80"
"臺北市","北投區","湖田里","244","258680","1060","624","387","1006","2368.83","223.44"
"臺北市","北投區","其他","11","18656","1696","520","316","646","3405.67","200.81"
"臺北市","北投區","合計","81099","92322787","1138","725","399","1377","1629.15","143.11"
"臺北市","信義區","松友里","2247","2574816","1146","795","442","1430","1572.47","137.23"
"臺北市","信義區","六藝里","1184","1191270","1006","712","404","1280","1049.27","104.29"
"臺北市","信義區","中興里","1311","1737789","1326","794","383","1573","1886.46","142.32"
"臺北市","信義區","永吉里","992","916899","924","635","371","1064","1507.91","163.14"
"臺北市","信義區","敦厚里","1947","2337411","1201","793","424","1502","1422.70","118.51"
"臺北市","信義區","大道里","2152","2340995","1088","740","420","1357","1216.46","111.83"
"臺北市","信義區","安康里","3832","8391668","2190","987","477","2181","6330.68","289.09"
"臺北市","信義區","嘉興里","1107","1180055","1066","716","377","1254","1774.86","166.50"
"臺北市","信義區","五全里","1751","1858986","1062","676","405","1264","1474.30","138.87"
"臺北市","信義區","新仁里","1208","1601497","1326","805","421","1630","1813.78","136.81"
"臺北市","信義區","正和里","1632","2276184","1395","807","412","1660","2363.57","169.47"
"臺北市","信義區","惠安里","2237","2359476","1055","717","416","1275","1254.87","118.97"
"臺北市","信義區","三犁里","1940","3526756","1818","806","404","1621","6721.71","369.75"
"臺北市","信義區","六合里","2405","3470802","1443","785","422","1564","3984.56","276.10"
"臺北市","信義區","泰和里","2598","2601856","1001","705","388","1231","1125.14","112.35"
"臺北市","信義區","西村里","1645","1865725","1134","738","380","1479","1309.43","115.45"
"臺北市","信義區","興隆里","967","1875517","1940","847","416","1811","4879.23","251.57"
"臺北市","信義區","景新里","1840","3119196","1695","886","418","1776","3293.85","194.30"
"臺北市","信義區","景聯里","1700","1836612","1080","704","362","1311","1282.38","118.70"
"臺北市","信義區","景勤里","1289","1330649","1032","682","399","1312","1070.93","103.74"
"臺北市","信義區","黎順里","1432","1702836","1189","788","413","1496","1457.65","122.58"
"臺北市","信義區","黎平里","2505","2703422","1079","760","406","1396","1076.95","99.79"
"臺北市","信義區","黎忠里","1602","1624286","1014","718","421","1258","1036.72","102.25"
"臺北市","信義區","松隆里","672","564660","840","609","372","1111","772.55","91.94"
